ROW_ID,ICD10_CODE_CN,ICD10_CODE,TITLE_CN,TITLE
713,A37.902,A37.9,百日咳肺炎,"Whooping cough, unspecified"
714,A38.01,A38,猩红热,Scarlet fever
715,A38.x00,A38,猩红热,Scarlet fever
716,A39.000+,A39.0,脑膜炎球菌性脑膜炎,Meningococcal meningitis
717,A39.001,A39.0,脑膜炎球菌性脑膜炎,Meningococcal meningitis
718,A39.001+,A39.0,普通型流行性脑脊髓膜炎,Meningococcal meningitis
719,A39.002,A39.0,脑脊膜炎,Meningococcal meningitis
720,A39.002+,A39.0,暴发型流行性脑脊髓膜炎,Meningococcal meningitis
721,A39.003+,A39.0,流行性脑脊髓膜炎,Meningococcal meningitis
722,A39.004+,A39.0,流行性脑膜炎,Meningococcal meningitis
723,A39.100+,A39.1,沃-弗综合征,Waterhouse-Friderichsen syndrome
724,A39.200,A39.2,急性脑膜炎球菌血症,Acute meningococcaemia
725,A39.300,A39.3,慢性脑膜炎球菌血症,Chronic meningococcaemia
726,A39.400,A39.4,脑膜炎球菌败血症,"Meningococcaemia, unspecified"
727,A39.401,A39.4,脑膜炎球菌性败血症,"Meningococcaemia, unspecified"
728,A39.500+,A39.5,脑膜炎球菌性心脏病,Meningococcal heart disease
729,A39.800,A39.8,特指脑膜炎球菌感染,Other meningococcal infections
730,A39.900,A39.9,脑膜炎球菌感染,"Meningococcal infection, unspecified"
731,A40.000,A40.0,A族链球菌性败血症,"Sepsis due to streptococcus, group A"
732,A40.100,A40.1,B族链球菌性败血症,"Sepsis due to streptococcus, group B"
733,A40.200,A40.2,D族链球菌性败血症,"Sepsis due to streptococcus, group D"
734,A40.300,A40.3,肺炎链球菌性败血症,Sepsis due to Streptococcus pneumoniae
735,A40.301,A40.3,肺炎球菌性败血症,Sepsis due to Streptococcus pneumoniae
736,A40.800,A40.8,特指链球菌性败血症,Other streptococcal sepsis
737,A40.900,A40.9,链球菌败血症,"Streptococcal sepsis, unspecified"
738,A40.901,A40.9,链球菌性败血症,"Streptococcal sepsis, unspecified"
739,A41.000,A41.0,金黄色葡萄球菌败血症,Sepsis due to Staphylococcus aureus
740,A41.100,A41.1,特指葡萄球菌性败血症,Sepsis due to other specified staphylococcus
741,A41.101,A41.1,凝固酶阴性葡萄球菌败血症,Sepsis due to other specified staphylococcus
742,A41.200,A41.2,葡萄球菌败血症,Sepsis due to unspecified staphylococcus
743,A41.201,A41.2,葡萄球菌菌血病,Sepsis due to unspecified staphylococcus
744,A41.202,A41.2,葡萄球菌性败血症,Sepsis due to unspecified staphylococcus
745,A41.300,A41.3,流感嗜血杆菌败血症,Sepsis due to Haemophilus influenzae
746,A41.400,A41.4,厌氧菌败血症,Sepsis due to anaerobes
747,A41.500,A41.5,革兰阴性病原体败血症,Sepsis due to other Gram-negative organisms
748,A41.501,A41.5,大肠杆菌败血症,Sepsis due to other Gram-negative organisms
749,A41.502,A41.5,绿脓杆菌败血症,Sepsis due to other Gram-negative organisms
750,A41.503,A41.5,克雷伯杆菌败血症,Sepsis due to other Gram-negative organisms
751,A41.504,A41.5,粘球杆菌败血症,Sepsis due to other Gram-negative organisms
752,A41.505,A41.5,阴沟肠杆菌败血症,Sepsis due to other Gram-negative organisms
753,A41.506,A41.5,变形杆菌败血症,Sepsis due to other Gram-negative organisms
754,A41.507,A41.5,不动杆菌属性败血症,Sepsis due to other Gram-negative organisms
755,A41.508,A41.5,绿脓杆菌性败血症,Sepsis due to other Gram-negative organisms
756,A41.509,A41.5,粘球杆菌性败血症,Sepsis due to other Gram-negative organisms
757,A41.800,A41.8,全身炎症反应综合征,Other specified sepsis
758,A41.801,A41.8,枯草杆菌败血症,Other specified sepsis
759,A41.802,A41.8,类酵母菌败血症,Other specified sepsis
760,A41.803,A41.8,新型隐球菌败血症,Other specified sepsis
761,A41.804,A41.8,真菌败血症,Other specified sepsis
762,A41.805,A41.8,革兰阳性菌败血症,Other specified sepsis
763,A41.806,A41.8,全身炎症反应综合征,Other specified sepsis
764,A41.807,A41.8,肠球菌性败血症,Other specified sepsis
765,A41.900,A41.9,败血症,"Sepsis, unspecified"
766,A41.901,A41.9,败血症,"Sepsis, unspecified"
767,A41.902,A41.9,脓毒败血症,"Sepsis, unspecified"
768,A42.000,A42.0,肺放线菌病,Pulmonary actinomycosis
769,A42.001,A42.0,肺放线菌病,Pulmonary actinomycosis
770,A42.100,A42.1,腹放线菌病,Abdominal actinomycosis
771,A42.200,A42.2,颈面部放线菌病,Cervicofacial actinomycosis
772,A42.700,A42.7,放线菌病性败血症,Actinomycotic sepsis
773,A42.800,A42.8,特指形式放线菌病,Other forms of actinomycosis
774,A42.801,A42.8,涎腺放线菌病,Other forms of actinomycosis
775,A42.802,A42.8,乳腺放线菌病,Other forms of actinomycosis
776,A42.803,A42.8,肝放线菌病,Other forms of actinomycosis
777,A42.804,A42.8,盆腔放线菌病,Other forms of actinomycosis
778,A42.805,A42.8,阴道放线菌病,Other forms of actinomycosis
779,A42.900,A42.9,放线菌病,"Actinomycosis, unspecified"
780,A42.901,A42.9,放线菌病,"Actinomycosis, unspecified"
781,A43.000+,A43.0,肺诺卡菌病,Pulmonary nocardiosis
782,A43.001,A43.0,肺诺卡氏菌病,Pulmonary nocardiosis
783,A43.100,A43.1,皮肤诺卡菌病,Cutaneous nocardiosis
784,A43.800,A43.8,特指形式诺卡菌病,Other forms of nocardiosis
785,A43.801,A43.8,脑诺卡菌病,Other forms of nocardiosis
786,A43.802,A43.8,肾诺卡菌病,Other forms of nocardiosis
787,A43.900,A43.9,诺卡菌病,"Nocardiosis, unspecified"
788,A43.901,A43.9,播散性诺卡菌病,"Nocardiosis, unspecified"
789,A44.000,A44.0,全身性巴尔通体病,Systemic bartonellosis
790,A44.100,A44.1,皮肤和粘膜皮肤巴尔通体病,Cutaneous and mucocutaneous bartonellosis
791,A44.800,A44.8,特指形式巴尔通体病,Other forms of bartonellosis
792,A44.900,A44.9,巴尔通体病,"Bartonellosis, unspecified"
793,A46.01,A46,丹毒,Erysipelas
794,A46.x00,A46,丹毒,Erysipelas
795,A48.000,A48.0,气性坏疽,Gas gangrene
796,A48.001,A48.0,气性坏疽,Gas gangrene
797,A48.002,A48.0,梭状芽胞杆菌感染,Gas gangrene
798,A48.100,A48.1,军团病,Legionnaires disease
799,A48.101,A48.1,军团病,Legionnaires disease
800,A48.200,A48.2,非肺炎性军团病,Nonpneumonic Legionnaires disease [Pontiac fever]
801,A48.300,A48.3,中毒性休克综合征,Toxic shock syndrome
802,A48.400,A48.4,巴西紫热,Brazilian purpuric fever
803,A48.800,A48.8,特指细菌性疾病,Other specified bacterial diseases
804,A48.801,A48.8,鼻硬结病,Other specified bacterial diseases
805,A49.000,A49.0,葡萄球菌感染,"Staphylococcal infection, unspecified site"
806,A49.001,A49.0,葡萄球菌感染性菌血症,"Staphylococcal infection, unspecified site"
807,A49.002,A49.0,耐甲氧西林金黄色葡萄球菌感染,"Staphylococcal infection, unspecified site"
808,A49.003,A49.0,耐甲氧西林凝固酶阴性葡萄球菌感染,"Staphylococcal infection, unspecified site"
809,A49.004,A49.0,甲氧西林敏感金黄色葡萄球菌感染,"Staphylococcal infection, unspecified site"
810,A49.100,A49.1,链球菌感染,"Streptococcal and enterococcal infection, unspecified site"
811,A49.101,A49.1,肺炎球菌感染,"Streptococcal and enterococcal infection, unspecified site"
812,A49.102,A49.1,链球菌感染,"Streptococcal and enterococcal infection, unspecified site"
813,A49.103,A49.1,链球菌感染综合征,"Streptococcal and enterococcal infection, unspecified site"
814,A49.200,A49.2,流感嗜血杆菌感染,"Haemophilus influenzae infection, unspecified site"
815,A49.201,A49.2,流感嗜血杆菌感染性菌血症,"Haemophilus influenzae infection, unspecified site"
816,A49.300,A49.3,解脲支原体感染,"Mycoplasma infection, unspecified site"
817,A49.301,A49.3,支原体菌属感染性菌血症,"Mycoplasma infection, unspecified site"
818,A49.800,A49.8,特指细菌性感染,Other bacterial infections of unspecified site
819,A49.801,A49.8,大肠杆菌感染，未指明部位,Other bacterial infections of unspecified site
820,A49.802,A49.8,肺炎杆菌感染,Other bacterial infections of unspecified site
821,A49.803,A49.8,不动杆菌感染性菌血症,Other bacterial infections of unspecified site
822,A49.804,A49.8,变形杆菌感染,Other bacterial infections of unspecified site
823,A49.805,A49.8,克雷伯杆菌感染,Other bacterial infections of unspecified site
824,A49.806,A49.8,肠杆菌感染性菌血症,Other bacterial infections of unspecified site
825,A49.807,A49.8,沙雷菌感染,Other bacterial infections of unspecified site
826,A49.808,A49.8,雷极普鲁菲登菌感染,Other bacterial infections of unspecified site
827,A49.809,A49.8,幽门螺旋杆菌感染,Other bacterial infections of unspecified site
828,A49.810,A49.8,阴沟肠杆菌感染,Other bacterial infections of unspecified site
829,A49.811,A49.8,嗜麦芽窄食单胞菌感染性菌血症,Other bacterial infections of unspecified site
830,A49.812,A49.8,鲍曼不动杆菌感染,Other bacterial infections of unspecified site
831,A49.813,A49.8,克雷伯杆菌感染性菌血症,Other bacterial infections of unspecified site
832,A49.814,A49.8,铜绿假单胞菌感染,Other bacterial infections of unspecified site
833,A49.815,A49.8,肺炎克雷伯杆菌感染,Other bacterial infections of unspecified site
834,A49.816,A49.8,屎肠球菌感染,Other bacterial infections of unspecified site
835,A49.817,A49.8,气球菌感染,Other bacterial infections of unspecified site
836,A49.900,A49.9,细菌性感染,"Bacterial infection, unspecified"
837,A49.901,A49.9,菌血症,"Bacterial infection, unspecified"
838,A49.902,A49.9,细菌性感染,"Bacterial infection, unspecified"
839,A50.000,A50.0,有症状早期先天性梅毒,"Early congenital syphilis, symptomatic"
840,A50.100,A50.1,潜伏性早期先天性梅毒,"Early congenital syphilis, latent"
841,A50.200,A50.2,早期先天性梅毒,"Early congenital syphilis, unspecified"
842,A50.300+,A50.3,晚期先天性梅毒性眼病,Late congenital syphilitic oculopathy
843,A50.301+,A50.3,梅毒性角膜炎,Late congenital syphilitic oculopathy
844,A50.400,A50.4,晚期先天性神经梅毒,Late congenital neurosyphilis [juvenile neurosyphilis]
845,A50.401,A50.4,幼年型麻痹性痴呆,Late congenital neurosyphilis [juvenile neurosyphilis]
846,A50.402+,A50.4,先天性梅毒性脑膜炎,Late congenital neurosyphilis [juvenile neurosyphilis]
847,A50.500,A50.5,有症状特指晚期先天性梅毒,"Other late congenital syphilis, symptomatic"
848,A50.501,A50.5,哈钦森牙,"Other late congenital syphilis, symptomatic"
849,A50.600,A50.6,潜伏性晚期先天性梅毒,"Late congenital syphilis, latent"
850,A50.700,A50.7,晚期先天性梅毒,"Late congenital syphilis, unspecified"
851,A50.900,A50.9,先天性梅毒,"Congenital syphilis, unspecified"
852,A50.901,A50.9,先天性梅毒,"Congenital syphilis, unspecified"
853,A51.000,A51.0,初期生殖器梅毒,Primary genital syphilis
854,A51.001,A51.0,阴茎下疳,Primary genital syphilis
855,A51.002,A51.0,一期梅毒,Primary genital syphilis
856,A51.100,A51.1,初期肛门梅毒,Primary anal syphilis
857,A51.200,A51.2,特指部位初期梅毒,Primary syphilis of other sites
858,A51.201,A51.2,唇下疳,Primary syphilis of other sites
859,A51.300,A51.3,皮肤和粘膜二期梅毒,Secondary syphilis of skin and mucous membranes
860,A51.301,A51.3,皮肤二期梅毒,Secondary syphilis of skin and mucous membranes
861,A51.302,A51.3,粘膜二期梅毒,Secondary syphilis of skin and mucous membranes
862,A51.303,A51.3,皮肤梅毒,Secondary syphilis of skin and mucous membranes
863,A51.304,A51.3,外阴扁平湿疣,Secondary syphilis of skin and mucous membranes
864,A51.400,A51.4,特指二期梅毒,Other secondary syphilis
865,A51.401,A51.4,二期梅毒性肝炎,Other secondary syphilis
866,A51.401+,A51.4,二期梅毒性脑膜炎,Other secondary syphilis
867,A51.402,A51.4,梅毒性脉络膜视网膜炎,Other secondary syphilis
868,A51.402+,A51.4,二期梅毒性葡萄膜炎,Other secondary syphilis
869,A51.403+,A51.4,早期梅毒性视网膜炎,Other secondary syphilis
870,A51.500,A51.5,潜伏性早期梅毒,"Early syphilis, latent"
871,A51.900,A51.9,早期梅毒,"Early syphilis, unspecified"
872,A52.000+,A52.0,心血管梅毒,Cardiovascular syphilis
873,A52.001,A52.0,梅毒性冠状动脉口狭窄,Cardiovascular syphilis
874,A52.001+,A52.0,梅毒性大脑动脉炎,Cardiovascular syphilis
875,A52.002,A52.0,梅毒性心血管疾病,Cardiovascular syphilis
876,A52.002+,A52.0,梅毒性主动脉炎,Cardiovascular syphilis
877,A52.003,A52.0,梅毒性心脏病,Cardiovascular syphilis
878,A52.003+,A52.0,梅毒性主动脉动脉瘤,Cardiovascular syphilis
879,A52.004,A52.0,梅毒性心肌炎,Cardiovascular syphilis
880,A52.004+,A52.0,梅毒性主动脉瓣关闭不全,Cardiovascular syphilis
881,A52.005,A52.0,梅毒性主动脉瓣闭锁不全,Cardiovascular syphilis
882,A52.005+,A52.0,梅毒性心脏病,Cardiovascular syphilis
883,A52.006,A52.0,梅毒性主动脉瓣狭窄,Cardiovascular syphilis
884,A52.006+,A52.0,梅毒性心内膜炎,Cardiovascular syphilis
885,A52.007,A52.0,梅毒性主动脉瓣狭窄闭锁不全,Cardiovascular syphilis
886,A52.007+,A52.0,梅毒性心肌炎,Cardiovascular syphilis
887,A52.008,A52.0,梅毒性主动脉动脉瘤,Cardiovascular syphilis
888,A52.008+,A52.0,梅毒性心包炎,Cardiovascular syphilis
889,A52.009,A52.0,梅毒性主动脉炎,Cardiovascular syphilis
890,A52.009+,A52.0,梅毒性肺动脉反流,Cardiovascular syphilis
891,A52.010,A52.0,梅毒性主动脉回流,Cardiovascular syphilis
892,A52.100,A52.1,有症状性神经梅毒,Symptomatic neurosyphilis
893,A52.101,A52.1,脊髓痨,Symptomatic neurosyphilis
894,A52.102+,A52.1,阿-罗氏瞳孔,Symptomatic neurosyphilis
895,A52.103,A52.1,神经病性关节病(夏科氏关节病),Symptomatic neurosyphilis
896,A52.103+,A52.1,夏科关节病,Symptomatic neurosyphilis
897,A52.104,A52.1,进行性麻痹痴呆,Symptomatic neurosyphilis
898,A52.104+,A52.1,麻痹性痴呆,Symptomatic neurosyphilis
899,A52.105,A52.1,梅毒性帕金森氏综合征,Symptomatic neurosyphilis
900,A52.105+,A52.1,三期梅毒性脑膜炎,Symptomatic neurosyphilis
901,A52.200,A52.2,无症状性神经梅毒,Asymptomatic neurosyphilis
902,A52.300,A52.3,神经梅毒,"Neurosyphilis, unspecified"
903,A52.301,A52.3,神经梅毒,"Neurosyphilis, unspecified"
904,A52.700,A52.7,特指有症状性晚期梅毒,Other symptomatic late syphilis
905,A52.701,A52.7,梅毒瘤,Other symptomatic late syphilis
906,A52.701+,A52.7,三期梅毒性葡萄膜炎,Other symptomatic late syphilis
907,A52.702,A52.7,梅毒性肝炎,Other symptomatic late syphilis
908,A52.702+,A52.7,三期梅毒性视网膜炎,Other symptomatic late syphilis
909,A52.703+,A52.7,梅毒性喉炎,Other symptomatic late syphilis
910,A52.704+,A52.7,肺梅毒,Other symptomatic late syphilis
911,A52.705+,A52.7,梅毒性肝硬化,Other symptomatic late syphilis
912,A52.706+,A52.7,梅毒性关节病,Other symptomatic late syphilis
913,A52.800,A52.8,潜伏性晚期梅毒,"Late syphilis, latent"
914,A52.801,A52.8,潜伏性三期梅毒,"Late syphilis, latent"
915,A52.900,A52.9,晚期梅毒,"Late syphilis, unspecified"
916,A52.901,A52.9,晚期梅毒,"Late syphilis, unspecified"
917,A53.000,A53.0,潜伏性梅毒,"Latent syphilis, unspecified as early or late"
918,A53.900,A53.9,梅毒,"Syphilis, unspecified"
919,A53.901,A53.9,隐性梅毒,"Syphilis, unspecified"
920,A54.000,A54.0,下泌尿生殖道淋球菌感染,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
921,A54.001,A54.0,淋球菌性膀胱炎,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
922,A54.002,A54.0,淋球菌性尿道炎,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
923,A54.003,A54.0,淋球菌性宫颈炎,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
924,A54.004,A54.0,淋球菌性阴道炎,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
925,A54.005,A54.0,淋球菌性外阴阴道炎,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
926,A54.100,A54.1,下泌尿生殖道淋球菌感染伴尿道周脓肿和副腺脓肿,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess
927,A54.102,A54.1,淋球菌性前庭大腺脓肿,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess
928,A54.200,A54.2,淋球菌性盆腔腹膜炎和特指泌尿生殖道淋球菌感染,Gonococcal pelviperitonitis and other gonococcal genitourinary infections
929,A54.201+,A54.2,淋球菌性女性盆腔炎性疾病,Gonococcal pelviperitonitis and other gonococcal genitourinary infections
930,A54.202+,A54.2,淋球菌性前列腺炎,Gonococcal pelviperitonitis and other gonococcal genitourinary infections
931,A54.203+,A54.2,淋球菌性睾丸炎,Gonococcal pelviperitonitis and other gonococcal genitourinary infections
932,A54.204+,A54.2,淋球菌性附睾炎,Gonococcal pelviperitonitis and other gonococcal genitourinary infections
933,A54.300,A54.3,眼淋球菌感染,Gonococcal infection of eye
934,A54.301+,A54.3,淋球菌性新生儿眼炎,Gonococcal infection of eye
935,A54.302+,A54.3,淋球菌性结膜炎,Gonococcal infection of eye
936,A54.303+,A54.3,淋球菌性虹膜睫状体炎,Gonococcal infection of eye
937,A54.400,A54.4,肌肉骨骼系统淋球菌感染,Gonococcal infection of musculoskeletal system
938,A54.401+,A54.4,淋球菌性关节炎,Gonococcal infection of musculoskeletal system
939,A54.402+,A54.4,淋球菌性滑囊炎,Gonococcal infection of musculoskeletal system
940,A54.403+,A54.4,淋球菌性骨髓炎,Gonococcal infection of musculoskeletal system
941,A54.404+,A54.4,淋球菌性滑膜炎,Gonococcal infection of musculoskeletal system
942,A54.405+,A54.4,淋球菌性腱鞘炎,Gonococcal infection of musculoskeletal system
943,A54.500,A54.5,淋球菌性咽炎,Gonococcal pharyngitis
944,A54.600,A54.6,肛门和直肠淋球菌感染,Gonococcal infection of anus and rectum
945,A54.601,A54.6,直肠淋球菌感染,Gonococcal infection of anus and rectum
946,A54.602,A54.6,肛门淋球菌感染,Gonococcal infection of anus and rectum
947,A54.800,A54.8,特指淋球菌感染,Other gonococcal infections
948,A54.804,A54.8,淋球菌性脑膜炎,Other gonococcal infections
949,A54.805,A54.8,淋球菌性脑脓肿,Other gonococcal infections
950,A54.808,A54.8,淋球菌性心内膜炎,Other gonococcal infections
951,A54.809,A54.8,淋球菌性结膜炎,Other gonococcal infections
952,A54.900,A54.9,淋球菌感染,"Gonococcal infection, unspecified"
953,A54.901,A54.9,淋病,"Gonococcal infection, unspecified"
954,A55.01,A55,性病性淋巴肉芽肿,Chlamydial lymphogranuloma (venereum)
955,A55.x00,A55,衣原体性淋巴肉芽肿,Chlamydial lymphogranuloma (venereum)
956,A56.000,A56.0,下泌尿生殖道衣原体感染,Chlamydial infection of lower genitourinary tract
957,A56.001,A56.0,衣原体性膀胱炎,Chlamydial infection of lower genitourinary tract
958,A56.002,A56.0,衣原体性宫颈炎,Chlamydial infection of lower genitourinary tract
959,A56.003,A56.0,衣原体性阴道炎,Chlamydial infection of lower genitourinary tract
960,A56.004,A56.0,衣原体性外阴阴道炎,Chlamydial infection of lower genitourinary tract
961,A56.100,A56.1,盆腔腹膜和特指泌尿生殖器官的衣原体感染,Chlamydial infection of pelviperitoneum and other genitourinary organs
962,A56.101+,A56.1,衣原体性女性盆腔炎性疾病,Chlamydial infection of pelviperitoneum and other genitourinary organs
963,A56.102+,A56.1,衣原体性睾丸炎,Chlamydial infection of pelviperitoneum and other genitourinary organs
964,A56.103+,A56.1,衣原体性附睾炎,Chlamydial infection of pelviperitoneum and other genitourinary organs
965,A56.104+,A56.1,衣原体盆腔腹膜感染,Chlamydial infection of pelviperitoneum and other genitourinary organs
966,A56.200,A56.2,泌尿生殖道衣原体感染,"Chlamydial infection of genitourinary tract, unspecified"
967,A56.300,A56.3,肛门和直肠衣原体感染,Chlamydial infection of anus and rectum
968,A56.301,A56.3,直肠衣原体感染,Chlamydial infection of anus and rectum
969,A56.302,A56.3,肛门衣原体感染,Chlamydial infection of anus and rectum
970,A56.400,A56.4,咽衣原体感染,Chlamydial infection of pharynx
971,A56.800,A56.8,特指部位性传播衣原体感染,Sexually transmitted chlamydial infection of other sites
972,A57.01,A57,软下疳,Chancroid
973,A57.02,A57,外阴下疳,Chancroid
974,A57.03,A57,阴茎下疳,Chancroid
975,A57.x00,A57,软下疳,Chancroid
976,A58.x00,A58,腹股沟肉芽肿,Granuloma inguinale
977,A58.x01,A58,溃疡性腹股沟肉芽肿,Granuloma inguinale
978,A59.000,A59.0,泌尿生殖系滴虫病,Urogenital trichomoniasis
979,A59.001,A59.0,滴虫性尿道炎,Urogenital trichomoniasis
980,A59.001+,A59.0,滴虫性尿道炎,Urogenital trichomoniasis
981,A59.002,A59.0,滴虫性阴道炎,Urogenital trichomoniasis
982,A59.002+,A59.0,滴虫性阴道炎,Urogenital trichomoniasis
983,A59.003,A59.0,滴虫性肠炎,Urogenital trichomoniasis
984,A59.800,A59.8,特指部位滴虫病,Trichomoniasis of other sites
985,A59.900,A59.9,滴虫病,"Trichomoniasis, unspecified"
986,A59.901,A59.9,[毛]滴虫病,"Trichomoniasis, unspecified"
987,A60.000,A60.0,生殖器和泌尿生殖道的疱疹病毒感染,Herpesviral infection of genitalia and urogenital tract
988,A60.001,A60.0,生殖器疱疹,Herpesviral infection of genitalia and urogenital tract
989,A60.002,A60.0,泌尿生殖道疱疹病毒感染,Herpesviral infection of genitalia and urogenital tract
990,A60.003+,A60.0,阴茎单纯疱疹,Herpesviral infection of genitalia and urogenital tract
991,A60.100,A60.1,肛周皮肤和直肠疱疹病毒感染,Herpesviral infection of perianal skin and rectum
992,A60.101,A60.1,肛周皮肤疱疹病毒感染,Herpesviral infection of perianal skin and rectum
993,A60.102,A60.1,直肠疱疹病毒感染,Herpesviral infection of perianal skin and rectum
994,A60.900,A60.9,肛门生殖器疱疹病毒感染,"Anogenital herpesviral infection, unspecified"
995,A63.000,A63.0,肛门生殖器（性病性）疣,Anogenital (venereal) warts
996,A63.001,A63.0,尖锐湿疣,Anogenital (venereal) warts
997,A63.002,A63.0,外阴尖锐湿疣,Anogenital (venereal) warts
998,A63.800,A63.8,特指主要性传播疾病,Other specified predominantly sexually transmitted diseases
999,A64.x00,A64,性传播疾病,Unspecified sexually transmitted disease
1000,A65.x00,A65,非性病性梅毒,Nonvenereal syphilis
1001,A66.000,A66.0,雅司病初发损害,Initial lesions of yaws
1002,A66.100,A66.1,多发性乳头瘤和湿性角化过度性雅司病,Multiple papillomata and wet crab yaws
1003,A66.200,A66.2,雅司病特指早期皮肤损害,Other early skin lesions of yaws
1004,A66.300,A66.3,雅司病角化过度,Hyperkeratosis of yaws
1005,A66.400,A66.4,雅司病树胶样肿和溃疡,Gummata and ulcers of yaws
1006,A66.500,A66.5,毁形性鼻咽炎,Gangosa
1007,A66.600,A66.6,雅司病骨和关节损害,Bone and joint lesions of yaws
1008,A66.700,A66.7,雅司病特指表现,Other manifestations of yaws
1009,A66.800,A66.8,潜伏性雅司病,Latent yaws
1010,A66.900,A66.9,雅司病,"Yaws, unspecified"
1011,A67.000,A67.0,品他病初期损害,Primary lesions of pinta
1012,A67.100,A67.1,品他病中期损害,Intermediate lesions of pinta
1013,A67.200,A67.2,品他病晚期损害,Late lesions of pinta
1014,A67.300,A67.3,品他病混合性损害,Mixed lesions of pinta
1015,A67.900,A67.9,品他病,"Pinta, unspecified"
1016,A68.000,A68.0,虱媒介回归热,Louse-borne relapsing fever
1017,A68.100,A68.1,蜱媒介回归热,Tick-borne relapsing fever
1018,A68.900,A68.9,回归热,"Relapsing fever, unspecified"
1019,A68.901,A68.9,回归热,"Relapsing fever, unspecified"
1020,A69.000,A69.0,坏死性溃疡性口炎,Necrotizing ulcerative stomatitis
1021,A69.100,A69.1,特指樊尚螺旋体感染,Other Vincent infections
1022,A69.200,A69.2,莱姆病,Lyme disease
1023,A69.800,A69.8,特指螺旋体感染,Other specified spirochaetal infections
1024,A69.900,A69.9,螺旋体感染,"Spirochaetal infection, unspecified"
1025,A69.901,A69.9,螺旋体感染,"Spirochaetal infection, unspecified"
1026,A69.902,A69.9,螺旋体感染性关节炎,"Spirochaetal infection, unspecified"
1027,A70.01,A70,鹦鹉热,Chlamydia psittaci infection
1028,A70.x00,A70,鹦鹉热衣原体感染,Chlamydia psittaci infection
1029,A71.000,A71.0,初期沙眼,Initial stage of trachoma
1030,A71.100,A71.1,活动期沙眼,Active stage of trachoma
1031,A71.101,A71.1,沙眼性角膜炎,Active stage of trachoma
1032,A71.102,A71.1,沙眼性血管翳,Active stage of trachoma
1033,A71.900,A71.9,沙眼,"Trachoma, unspecified"
1034,A71.901,A71.9,沙眼,"Trachoma, unspecified"
1035,A74.000+,A74.0,衣原体结膜炎,Chlamydial conjunctivitis
1036,A74.800,A74.8,特指衣原体疾病,Other chlamydial diseases
1037,A74.900,A74.9,衣原体感染,"Chlamydial infection, unspecified"
1038,A75.000,A75.0,普氏立克次体引起的流行性虱媒介的斑疹伤寒,Epidemic louse-borne typhus fever due to Rickettsia prowazekii
1039,A75.001,A75.0,流行性斑疹伤寒,Epidemic louse-borne typhus fever due to Rickettsia prowazekii
1040,A75.100,A75.1,再燃性斑疹伤寒[布里尔病],Recrudescent typhus [Brill disease]
1041,A75.200,A75.2,地方性斑疹伤寒立克次体引起斑疹伤寒,Typhus fever due to Rickettsia typhi
1042,A75.201,A75.2,地方性斑疹伤寒(鼠型斑疹伤寒),Typhus fever due to Rickettsia typhi
1043,A75.202,A75.2,鼠型斑疹伤寒肠炎,Typhus fever due to Rickettsia typhi
1044,A75.300,A75.3,恙虫病,Typhus fever due to Rickettsia tsutsugamushi
1045,A75.301,A75.3,恙虫病,Typhus fever due to Rickettsia tsutsugamushi
1046,A75.900,A75.9,斑疹伤寒,"Typhus fever, unspecified"
1047,A75.901,A75.9,斑疹伤寒,"Typhus fever, unspecified"
1048,A77.000,A77.0,立氏立克次体性斑疹热,Spotted fever due to Rickettsia rickettsii
1049,A77.100,A77.1,康诺尔立克次体性斑疹热,Spotted fever due to Rickettsia conorii
1050,A77.200,A77.2,西伯利亚立克次体性斑疹热,Spotted fever due to Rickettsia sibirica
1051,A77.300,A77.3,澳洲立克次体性斑疹热,Spotted fever due to Rickettsia australis
1052,A77.800,A77.8,特指斑疹热,Other spotted fevers
1053,A77.900,A77.9,斑疹热,"Spotted fever, unspecified"
1054,A78.x00,A78,Q热,Q fever
1055,A79.000,A79.0,战壕热,Trench fever
1056,A79.100,A79.1,螨立克次体性立克次体痘,Rickettsialpox due to Rickettsia akari
1057,A79.800,A79.8,特指立克次体病,Other specified rickettsioses
1058,A79.801,A79.8,附红细胞体病,Other specified rickettsioses
1059,A79.900,A79.9,立克次体病,"Rickettsiosis, unspecified"
1060,A79.901,A79.9,立克次体感染,"Rickettsiosis, unspecified"
1061,A79.902,A79.9,立克次体感染,"Rickettsiosis, unspecified"
1062,A80.000,A80.0,急性麻痹性脊髓灰质炎，与接种有关,"Acute paralytic poliomyelitis, vaccine-associated"
1063,A80.100,A80.1,急性麻痹性脊髓灰质炎，(外地)移入性野病毒,"Acute paralytic poliomyelitis, wild virus, imported"
1064,A80.200,A80.2,急性麻痹性脊髓灰质炎，本土性野病毒,"Acute paralytic poliomyelitis, wild virus, indigenous"
1065,A80.300,A80.3,特指急性麻痹性脊髓灰质炎,"Acute paralytic poliomyelitis, other and unspecified"
